type,name,code,address,district,branch_name,open_date
Commercial Bank (Class A),"
                                            Nabil Bank Limited
                                        ",11003074,"9, Palata Rural Municipality",Kalikot,Palata,2018-07-08
Commercial Bank (Class A),"
                                            Nabil Bank Limited
                                        ",11003075,"3, Pancheshwor Rural Municipality",Baitadi,Pancheshwor,2018-07-08
Commercial Bank (Class A),"
                                            Nabil Bank Limited
                                        ",11003076,"3, Ramaroshan Rural Municipality",Achham,Ramaroshan,2018-07-08
Commercial Bank (Class A),"
                                            Nabil Bank Limited
                                        ",11003077,"5, Sayal Rural Municipality",Doti,Sayal,2018-07-10
Commercial Bank (Class A),"
                                            Nabil Bank Limited
                                        ",11003078,"4, Turmakhand Rural Municipality",Achham,Turmakhand,2018-07-08
Commercial Bank (Class A),"
                                            Nabil Bank Limited
                                        ",11003080,"14, Kathmandu Metropolitian City",Kathmandu,Kalanki,2019-02-24
Commercial Bank (Class A),"
                                            Nabil Bank Limited
                                        ",11003081,"16, Dharan Sub-Metropolitian City",Sunsari,"Extension Counter, Dharan Malpot",2019-04-16
Commercial Bank (Class A),"
                                            Nabil Bank Limited
                                        ",11003082,"7, Biratnagar Metropolitian City",Morang,Nabil Bank Limited Province 1,2018-05-09
Commercial Bank (Class A),"
                                            Nabil Bank Limited
                                        ",11003083,"4, Birgunj Metropolitian City",Parsa,Nabil Bank Limited Province 2,2018-05-13
Commercial Bank (Class A),"
                                            Rastriya Banijya Bank
                                        ",11002177,"4, Bidur Municipality",Nuwakot,Bidur,1982-10-10
Commercial Bank (Class A),"
                                            Rastriya Banijya Bank
                                        ",11002178,"10, Birgunj Metropolitian City",Parsa,2 No. Pradesik Office Birgunj ,1982-10-10
Commercial Bank (Class A),"
                                            Rastriya Banijya Bank
                                        ",11002181,"7, Banepa Municipality",Kavrepalanchok,Banepa,2007-02-11
Commercial Bank (Class A),"
                                            Rastriya Banijya Bank
                                        ",11002201,"6, Dhankuta Municipality",Dhankuta,Dhankutta,1966-08-26
Commercial Bank (Class A),"
                                            Rastriya Banijya Bank
                                        ",11002202,"5, Solu Dhudhakunda Municipality",Solukhumbu,Salleri,1974-05-13
Commercial Bank (Class A),"
                                            Rastriya Banijya Bank
                                        ",11002203,"6, Chainapur Municipality",Sankhuwasabha,Chainpur,1967-08-24
Commercial Bank (Class A),"
                                            Rastriya Banijya Bank
                                        ",11002204,"7, Bhojpur Municipality",Bhojpur,Bhojpur,1970-02-12
Commercial Bank (Class A),"
                                            Rastriya Banijya Bank
                                        ",11002205,"3, Katari Municipality",Udayapur,Katari,1972-05-14
Commercial Bank (Class A),"
                                            Rastriya Banijya Bank
                                        ",11002206,"1, Diktel Rupakot Municipality",Khotang,Diktel,1973-05-31
Commercial Bank (Class A),"
                                            Rastriya Banijya Bank
                                        ",11002207,"11, Siddhicharan Municipality",Okhaldhunga,Okhaldhunga,1973-05-09
Commercial Bank (Class A),"
                                            Rastriya Banijya Bank
                                        ",11002208,"1, Khandabari Municipality",Sankhuwasabha,Khandbari,1976-07-14
Commercial Bank (Class A),"
                                            Rastriya Banijya Bank
                                        ",11002209,"11, Triyuga Municipality",Udayapur,Gaighat,1966-12-05
Commercial Bank (Class A),"
                                            Nepal Bank Limited
                                        ",11001032,"30, Kathmandu Metropolitian City",Kathmandu,Dillibazar,1965-06-11
Commercial Bank (Class A),"
                                            Nepal Bank Limited
                                        ",11001034,"15, Lalitpur Metropolitian City",Lalitpur,Patan Ind. Estate,1965-06-19
Commercial Bank (Class A),"
                                            Nepal Bank Limited
                                        ",11001035,"16, Kathmandu Metropolitian City",Kathmandu,Balaju,1966-06-19
Commercial Bank (Class A),"
                                            Nepal Bank Limited
                                        ",11001036,"8, Lahan Municipality",Siraha,Lahan,1967-06-19
Commercial Bank (Class A),"
                                            Nepal Bank Limited
                                        ",11001038,"8, Biratnagar Metropolitian City",Morang,C.O. Biratnagar,1966-08-21
Commercial Bank (Class A),"
                                            Nepal Bank Limited
                                        ",11001039,"6, Birgunj Metropolitian City",Parsa,Custom Area Birgunj,1966-12-01
Commercial Bank (Class A),"
                                            Nepal Bank Limited
                                        ",11001040,"7, Ilam Municipality",Ilam,Ilam,1966-10-27
Commercial Bank (Class A),"
                                            Nepal Bank Limited
                                        ",11001041,"3, Janakpurdham Sub-Metropolitian City",Dhanusa,Ja.Chu.Ka. Comp.,1967-10-28
Commercial Bank (Class A),"
                                            Nepal Bank Limited
                                        ",11001042,"13, Kathmandu Metropolitian City",Kathmandu,Kalimati,1967-10-27
Commercial Bank (Class A),"
                                            Nepal Bank Limited
                                        ",11001044,"3, Birgunj Metropolitian City",Parsa,C.O.Birgunj,1967-05-26
